"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '-----------------------------------------------------')","[51784, 102134, 197209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Delivered-To: apmail-cocoon-dev-archive@cocoon.apache.org')","[111584, 117884, 125284, 152984, 158884, 165984, 193784]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1368')","[145284, 186084]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1917')","[137734, 178534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '1) daisy:daisy-repository-api:jar:1.5-dev')","[53234, 103584, 200109]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2108')","[19941, 40459, 71109, 90809, 133759, 174559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-util -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')",[211784]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_1_Lucene41_0.tim')","[5006, 217897, 222801, 224932, 226725, 228683, 240871, 241628, 245115, 248481, 249635, 253272, 254517, 261715, 265199, 267186, 268497, 270966]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 75370 invoked by uid 99); 8 Sep 2010 14:41:03 -0000')",[126334]
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', 'true')","[7080, 7668]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'list-unsubscribe: <mailto:dev-unsubscribe@cocoon.apache.org>')","[9141, 12291, 15991, 29907, 32857, 36459, 50359, 61159, 64309, 67159, 81009, 83959, 86809, 100709, 112159, 118459, 125859, 153559, 159459, 166559, 194359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-881')","[28207, 48659, 79309, 99009, 150159, 190959]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1398')","[25307, 45759, 76409, 96109, 144359, 185159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '    Affects Versions: 2.2-dev (Current SVN)')",[197884]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1394')","[144734, 185534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-825')","[28682, 49134, 79784, 99484, 151109, 191909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2249')","[131484, 172284]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1467')","[25049, 45534, 76184, 95884, 143909, 184709]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2233')","[131934, 172734]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.tvd')","[1081, 1970, 2576, 3647, 4157, 274795, 275454, 276280, 277182]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'for artifact:')",[213034]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o89LBcLv025458')",[160834]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 17738 invoked by uid 500); 18 Sep 2010 00:15:20 -0000')",[193734]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.tvx')","[1015, 1862, 2468, 3539, 4049, 274690, 275349, 276175, 277077]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '>                 URL: https://issues.apache.org/jira/browse/COCOON-2300')","[14366, 122609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'The QuartzJobScheduler is modified to respond to a configuration parameter: clustered=true so that it can correctly use a clustered job store when using cocoon in a cluster.')",[157434]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '  \t2) daisy:daisy-jmsclient-api:jar:1.5-dev')",[209684]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Subject: Problem with build files in several directories')","[232044, 234899]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1254 [Patch] OWQLTransformer + RDQLTransformer')","[27057, 47509, 78159, 97859, 147859, 188659]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '  by 140.211.11.9 with SMTP; 15 Sep 2010 14:42:01 -0000')",[165784]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 01 Sep 2010 21:01:33 +0000')","[9466, 61484, 112809]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2233')","[131884, 172684]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Return-Path: <dev-return-102527-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org>')","[8566, 60584, 111009]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '-----------------------------------------')",[156334]
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'From somebody@example.com  Wed Jul 26 11:32:16 2000')","[236992, 238192]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_2_Lucene41_0.tim')","[218773, 223704, 242504, 245964, 255366, 269411]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'org.apache.mahout.text.SequenceFilesFromLuceneStorageDriverTest')",[255738]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 34434 invoked from network); 1 Sep 2010 21:01:34 -0000')","[8666, 60684, 111209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-2137 XSD Schemas for CForms Development')","[19691, 40209, 70859, 90559, 133259, 174059]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1648 Add support for ISO8601 in I18nTransformer and Forms')","[23724, 44209, 74859, 94559, 141259, 182059]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'scalability')",[243498]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1249')","[27182, 47634, 78284, 97984, 148109, 188909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1147')","[27707, 48159, 78809, 98509, 149159, 189959]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1960')","[21374, 41859, 72509, 92209, 136559, 177359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', ' Clustering')","[155634, 161534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-825')","[151084, 191884]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'mailto')",[243309]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1898 [PATCH] XPatch support for maven-cocoon-deployer-plugin')","[22299, 42784, 73434, 93134, 138409, 179209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '>             Project: Cocoon')","[122684, 163684]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2018')","[20516, 41034, 71684, 91384, 134909, 175709]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-665')","[151684, 192484]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1325')","[147134, 187934]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 28206 invoked by uid 500); 9 Sep 2010 21:09:54 -0000')",[153134]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '    Affects Versions: 2.2-dev (Current SVN)')","[52134, 102484, 197909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-2290 CLONE - Add a read method to the SitemapComponentTestCase')","[130184, 170984]"
"('LuceneIndexFileNameFilter.java', 'org.apache.mahout.text.LuceneIndexFileNameFilter', 'accept', '_[a-z0-9]+(_.*)?\\..*', '_1.cfs')","[219425, 220105, 220785, 224366, 225605, 227354, 229305, 229781, 243849, 256424, 257234, 257803, 258254, 258694, 259097, 259412, 259720, 260035, 260350, 260724, 262309, 262844, 263284, 264659, 265601, 266041, 271492, 271975, 272290, 272598, 272913, 273228, 273536]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1526 [PATCH] processToDOM returns a read-only DOM')","[24524, 45009, 75659, 95359, 142859, 183659]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Delivered-To: apmail-cocoon-dev-archive@cocoon.apache.org')","[111634, 117934, 125334, 153034, 158934, 166034, 193834]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1949 [PATCH] load flowscript from file into specified Rhino context object')","[136634, 177434]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1974')","[135734, 176534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '> ------------------------------------------------')",[122284]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 01 Sep 2010 21:01:33 +0000')",[112784]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 31829 invoked by uid 99); 9 Sep 2010 21:11:58 -0000')","[33082, 84184, 159909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'To: dev@cocoon.apache.org')","[114034, 120334, 127734, 155434, 161334, 168434, 196234]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Content-Transfer-Encoding: 7bit')","[236782, 237382, 237982, 238582]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '[INFO] Failed to resolve artifact.')","[53059, 103409, 199759]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '      mvn deploy:deploy-file -DgroupId=daisy -DartifactId=daisy-util -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file -Durl=[url] -DrepositoryId=[id]')","[59259, 109609, 212159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-2222 Add SaxParser configuration properties')","[132034, 172834]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1949')","[136734, 177534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1842')","[22974, 43459, 74109, 93809, 139759, 180559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2197')","[19441, 39959, 70609, 90309, 132759, 173559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2162')","[19616, 40134, 70784, 90484, 133109, 173909]"
"('GlobFilter.java', 'org.apache.hadoop.fs.GlobFilter', 'accept', 'subdir', 'subdir')",[235889]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'sequenceFileDictionary(org.apache.mahout.utils.vectors.lucene.DriverTest)')","[327, 348, 358, 369, 379]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1726')","[140734, 181534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2281')","[130734, 171534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o89L9WIT025382')","[30582, 81684, 154909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-2108 xmodule:flow-attr Does not accept document objects')","[19891, 40409, 71059, 90759, 133659, 174459]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1898 [PATCH] XPatch support for maven-cocoon-deployer-plugin')","[138384, 179184]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-665')","[28982, 49434, 80084, 99784, 151709, 192509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Delivered-To: mailing list dev@cocoon.apache.org')","[9316, 12466, 16166, 30082, 33032, 36634, 50534, 61334, 64484, 67334, 81184, 84134, 86984, 100884, 112509, 118809, 126209, 153909, 159809, 166909, 194709]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: from thor (localhost [127.0.0.1])')","[9791, 12941, 16641, 30557, 33507, 37109, 51009, 61809, 64959, 67809, 81659, 84609, 87459, 101359, 113459, 119759, 127159, 154859, 160759, 167859, 195659]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-881  [PATCH] file upload component for usage with flowscript')","[150034, 190834]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Delivered-To: mailing list dev@cocoon.apache.org')","[112534, 118834, 126234, 153934, 159834, 166934, 194734]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1915')","[22074, 42559, 73209, 92909, 137959, 178759]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-repository-xmlschema-bindings -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')",[203434]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1249 [Patch] XMLDBSource should accept scheme://user:pass@host:port/path URIs')","[147984, 188784]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1302')","[26807, 47259, 77909, 97609, 147359, 188159]"
