"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[21: multipartResolve(Bethel DE US)]')",[1124]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'state')","[150288, 151082, 369029, 369823]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'restaurant')","[130601, 131428, 349342, 350169]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'just')","[66767, 66961, 118917, 119756, 127361, 127800, 204239, 204607, 212966, 213477, 285508, 285702, 337658, 338497, 346102, 346541, 422980, 423348, 431707, 432218]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'pretentious')","[207623, 208313, 426364, 427054]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'bases')","[134126, 134640, 136190, 136867, 137974, 138635, 352867, 353381, 354931, 355608, 356715, 357376]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'pose')","[187424, 188334, 406165, 407075]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Transitional')","[97610, 98296, 99706, 101018, 117677, 118220, 123830, 124894, 156511, 156850, 183448, 183969, 223867, 224534, 316351, 317037, 318447, 319759, 336418, 336961, 342571, 343635, 375252, 375591, 402189, 402710, 442608, 443275]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[19: multipartResolve(Bethel Delaware United States)]')",[1036]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'stable')","[121776, 122257, 340517, 340998]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'reclaimed')","[24800, 25633, 243541, 244374]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'town,')","[150738, 151514, 369479, 370255]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'morning')","[48324, 49309, 267065, 268050]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'wounded,')","[31580, 32134, 172560, 172972, 250321, 250875, 391301, 391713]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'parliament.')","[222755, 223667, 441496, 442408]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'perpetrators')","[128418, 129450, 347159, 348191]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'this')","[82158, 83037, 83809, 84295, 101627, 102474, 105822, 106492, 107757, 108430, 120683, 121143, 179516, 180384, 182036, 182261, 182964, 183180, 203553, 203846, 204264, 204631, 208945, 209662, 300899, 301778, 302550, 303036, 320368, 321215, 324563, 325233, 326498, 327171, 339424, 339884, 398257, 399125, 400777, 401002, 401705, 401921, 422294, 422587, 423005, 423372, 427686, 428403]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'UK.')","[45832, 46120, 264573, 264861]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'biggest')","[61148, 61880, 279889, 280621]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[35: multipartResolve([, ENG, ] 6,269,131)]')",[3299]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Participation”:The')","[214112, 214909, 432853, 433650]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testHeuristicsMassachusetts(com.bericotech.clavin.resolver.ClavinLocationResolverHeuristicsTest)')","[4149, 7731]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '19')","[55253, 55836, 273994, 274577]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'expected')","[185827, 186543, 187374, 188286, 404568, 405284, 406115, 407027]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '(previously')","[18238, 18780, 236979, 237521]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'injuries')","[135005, 135375, 353746, 354116]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testNoFeatureCode(com.bericotech.clavin.gazetteer.BasicGeoNameTest)')","[4698, 8109]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'semi-autonomous')","[150263, 151058, 369004, 369799]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Kiraso')","[103491, 103790, 322232, 322531]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Army')","[93929, 94896, 312670, 313637]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'relative')","[178235, 178692, 180855, 181290, 396976, 397433, 399596, 400031]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'premier')","[22955, 23278, 26166, 26761, 27293, 27791, 241696, 242019, 244907, 245502, 246034, 246532]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'willing')","[184602, 185218, 403343, 403959]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '“They')","[167896, 168720, 386637, 387461]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'person')","[203578, 203870, 422319, 422611]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'send')","[175047, 176585, 393788, 395326]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'reforms')","[60898, 61640, 279639, 280381]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'group.')","[43670, 44294, 204439, 204799, 262411, 263035, 423180, 423540]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Aweis')","[38902, 39475, 257643, 258216]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'take')","[182011, 182940, 208870, 209590, 400752, 401681, 427611, 428331]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[3: multipartResolve([Springfield, Virginia, United States] 4,787,117)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[1914, 6472]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'thank')","[182111, 183036, 400852, 401777]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'AU,')","[99081, 100418, 317822, 319159]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'attempt')","[92579, 93475, 311320, 312216]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'priority')","[14558, 15506, 28748, 29302, 214212, 215005, 233299, 234247, 247489, 248043, 432953, 433746]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Ahlu')","[40850, 41224, 197735, 198322, 198848, 199140, 199723, 200381, 203160, 203330, 204314, 204679, 259591, 259965, 416476, 417063, 417589, 417881, 418464, 419122, 421901, 422071, 423055, 423420]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'spewing')","[206035, 206941, 424776, 425682]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'losing')","[60973, 61712, 279714, 280453]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '(VBIED)')","[91139, 91672, 309880, 310413]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Government’s')","[99756, 101066, 318497, 319807]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'returned,')","[145669, 146182, 364410, 364923]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.bericotech.clavin.extractor.ApacheExtractorTest')","[4576, 446576]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'aid')","[25150, 25969, 60998, 61736, 243891, 244710, 279739, 280477]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'community')","[29501, 30321, 44644, 45230, 225065, 225662, 248242, 249062, 263385, 263971, 443806, 444403]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testIsEditDistance1(com.bericotech.clavin.util.DamerauLevenshteinTest)')","[4374, 7899]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'raided')","[134076, 134592, 352817, 353333]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'quarter')","[75239, 76109, 166857, 167727, 293980, 294850, 385598, 386468]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'He')","[23567, 23991, 45557, 45856, 46171, 47045, 93754, 94728, 95727, 96476, 109668, 109942, 110321, 111220, 180505, 180954, 242308, 242732, 264298, 264597, 264912, 265786, 312495, 313469, 314468, 315217, 328409, 328683, 329062, 329961, 399246, 399695]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'asked')","[128018, 129066, 346759, 347807]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Although')","[145394, 145918, 364135, 364659]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Institutions')","[114635, 115058, 223917, 224582, 333376, 333799, 442658, 443323]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Southern')","[52436, 53109, 53807, 54516, 147972, 148912, 155257, 156054, 271177, 271850, 272548, 273257, 366713, 367653, 373998, 374795]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'alternative')","[206410, 207301, 425151, 426042]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'mandates,')","[222055, 222995, 440796, 441736]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Foreign')","[70485, 70930, 289226, 289671]"
"('BasicGeoName.java', 'com.bericotech.clavin.gazetteer.BasicGeoName', 'getAdminLevel', '^ADM(\\d)H?$', 'ADM2')","[446660, 446827, 447081, 447285, 447371, 447428, 447458, 447487, 447548, 447579, 447666, 447723, 447780, 447839, 447870, 447900, 447963, 447995, 448050, 448107, 448137, 448166, 448227, 448258, 448400, 448608, 448665, 448722, 448781, 448812, 448842, 448905, 448937, 449116, 449270, 449325, 449382, 449412, 449441, 449502, 449533, 449706, 449968, 450252, 450460, 450578, 450751, 450959, 451077, 451195, 451281, 451338, 451368, 451397, 451458, 451489, 451576, 451694, 451809, 451923, 452037, 452151, 452265, 452379, 452493, 452607, 452779, 452987, 453073, 453130, 453160, 453189, 453250, 453281, 453423, 453631, 453717, 453774, 453804, 453833, 453894, 453925, 454012, 454069, 454126, 454185, 454216, 454246, 454309, 454341, 454520, 454674, 454729, 454786, 454816, 454845, 454906, 454937, 455110, 455402, 455610, 455728, 455846, 455961, 456078, 456134, 456189, 456246, 456276, 456305, 456366, 456397, 456564, 456772]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'meant')","[220863, 221359, 439604, 440100]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'panel')","[46496, 47357, 265237, 266098]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'used')","[35597, 35987, 184902, 185506, 254338, 254728, 403643, 404247]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'spokesman,')","[140519, 141711, 359260, 360452]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '74.')","[198948, 199236, 417689, 417977]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'said')","[43345, 43982, 53532, 54252, 56779, 57598, 61398, 62120, 71754, 72511, 73398, 74225, 74539, 75437, 76553, 77366, 77995, 78840, 127161, 127608, 128368, 129402, 135055, 135423, 139537, 139983, 141119, 142287, 155357, 156150, 157650, 158069, 158795, 159229, 163372, 164129, 165016, 165843, 166157, 167055, 168171, 168984, 169613, 170458, 173636, 173911, 174277, 174541, 177860, 178332, 183398, 183921, 262086, 262723, 272273, 272993, 275520, 276339, 280139, 280861, 290495, 291252, 292139, 292966, 293280, 294178, 295294, 296107, 296736, 297581, 345902, 346349, 347109, 348143, 353796, 354164, 358278, 358724, 359860, 361028, 374098, 374891, 376391, 376810, 377536, 377970, 382113, 382870, 383757, 384584, 384898, 385796, 386912, 387725, 388354, 389199, 392377, 392652, 393018, 393282, 396601, 397073, 402139, 402662]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'hospitalized,')","[86349, 87928, 305090, 306669]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'attack')","[52286, 52965, 59887, 60516, 78045, 78445, 78888, 79272, 82058, 82233, 82941, 83109, 83859, 84343, 86924, 88480, 116713, 117272, 124555, 125590, 130301, 131140, 141394, 142551, 153633, 154269, 154607, 155430, 169663, 170063, 170506, 170890, 172460, 172876, 271027, 271706, 278628, 279257, 296786, 297186, 297629, 298013, 300799, 300974, 301682, 301850, 302600, 303084, 305665, 307221, 335454, 336013, 343296, 344331, 349042, 349881, 360135, 361292, 372374, 373010, 373348, 374171, 388404, 388804, 389247, 389631, 391201, 391617]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Hosh,')","[104491, 105251, 323232, 323992]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[2: multipartResolve(Springfield Missouri United States)](com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest)')","[311, 5680]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'must')","[60773, 61520, 279514, 280261]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'north')","[48849, 49813, 147747, 148696, 149295, 149786, 267590, 268554, 366488, 367437, 368036, 368527]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Monday')","[99531, 100850, 318272, 319591]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '(b)')","[226617, 227425, 445358, 446166]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'politics')","[209395, 210094, 428136, 428835]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'exploded.')","[36656, 37160, 255397, 255901]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Kampala')","[222005, 222947, 440746, 441688]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'than')","[14833, 15770, 34567, 35059, 57946, 58561, 84589, 85008, 233574, 234511, 253308, 253800, 276687, 277302, 303330, 303749]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'advancing')","[159602, 160214, 378343, 378955]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'When')","[127993, 129042, 346734, 347783]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'injured,”')","[73373, 74201, 164991, 165819, 292114, 292942, 383732, 384560]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'make')","[17453, 17822, 86849, 88408, 213016, 213525, 236194, 236563, 305590, 307149, 431757, 432266]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'messages')","[12298, 12683, 231039, 231424]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'people')","[31505, 32062, 34467, 34963, 40304, 40691, 57796, 57996, 58417, 58609, 71404, 72175, 74939, 75821, 76453, 77270, 78645, 79464, 84714, 85128, 86999, 88552, 90789, 91336, 114760, 115178, 116638, 117200, 117777, 118316, 121526, 122017, 122656, 123291, 124055, 125110, 131818, 132889, 147197, 148168, 163022, 163793, 166557, 167439, 168071, 168888, 170263, 171082, 172335, 172756, 178866, 179760, 250246, 250803, 253208, 253704, 259045, 259432, 276537, 276737, 277158, 277350, 290145, 290916, 293680, 294562, 295194, 296011, 297386, 298205, 303455, 303869, 305740, 307293, 309530, 310077, 333501, 333919, 335379, 335941, 336518, 337057, 340267, 340758, 341397, 342032, 342796, 343851, 350559, 351630, 365938, 366909, 381763, 382534, 385298, 386180, 386812, 387629, 389004, 389823, 391076, 391497, 397607, 398501]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'hygiene')","[19266, 19835, 238007, 238576]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Security,')","[104441, 105203, 323182, 323944]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Beledweyne')","[42061, 42742, 50660, 51531, 260802, 261483, 269401, 270272]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'All')","[33448, 33672, 252189, 252413]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'reveals')","[218229, 219276, 436970, 438017]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'south')","[149495, 149978, 368236, 368719]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'putting')","[128768, 129786, 347509, 348527]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Hospital')","[86199, 87784, 304940, 306525]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'café')","[116763, 117320, 130351, 131188, 335504, 336061, 349092, 349929]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testGetNullGeoName(com.bericotech.clavin.gazetteer.query.LuceneGazetteerTest)')","[5158, 8550]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'crowded')","[142972, 143361, 361713, 362102]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'easy')","[199873, 200525, 418614, 419266]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'act')","[118692, 119540, 143581, 143777, 175422, 175947, 176945, 177449, 337433, 338281, 362322, 362518, 394163, 394688, 395686, 396190]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[25: multipartResolve(London ON CA)]')",[1300]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[40: multipartResolve([Parish of Saint Thomas, Ashmore and Cartier Islands] null)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[3542, 7286]"
